branch,marks,caste,Cap_round_no,status,college_name
Computer Science and Engineering,,III,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,SSC,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,80.0,DEFOPENS,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,80.0,TFWS,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,80.0,PWD,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,80.0,DEF45727,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,DEFR,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,GOVERNMENT,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,MAHARASHTRA,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,CAP,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,III,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Computer Science and Engineering,,SSC,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,61.0,NGOPENH,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,61.0,NLOBCH,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,61.6,NGOPENO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,61.6,NGNTAO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,61.6,NGOBCO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,47.4,TLSTO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,48.4,DEFOPENS,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,48.4,TFWS,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,48.4,PWD,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,48.4,DEF134671,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,DEFR,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,GOVERNMENT,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,MAHARASHTRA,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,CAP,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,III,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Electronics and Telecommunication Engg,,SSC,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,56.4,NGOPENH,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,56.4,NGSCH,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,56.4,NLSTH,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.0,NGOPENO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.0,NGSTO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.0,NGNTAO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.0,NGOBCO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.0,NLOBCO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,73.8,TGOBCO,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,DEFR,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,GOVERNMENT,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,MAHARASHTRA,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,CAP,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,III,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Mechanical Engineering,,SSC,3,Un-Aided,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
Civil Engineering,60.29,NGOPENH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,83.8,NGOPENO,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,83.8,NLOPENO,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,DEFR,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,GOVERNMENT,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,MAHARASHTRA,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,CAP,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,III,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,,SSC,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,79.29,NLOPENH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,79.29,PWDOPENH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,74.4,PWD,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,74.4,DEF68690,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,55.0,NLOPENH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,56.6,TLOBCH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,73.4,NLOPENO,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,DEFR,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,GOVERNMENT,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,MAHARASHTRA,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,CAP,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,III,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Computer Science and Engineering,,SSC,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,76.4,NGOPENH,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,74.2,TGOBCO,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,DEFR,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,GOVERNMENT,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,MAHARASHTRA,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,CAP,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,III,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Electrical Engineering,,SSC,3,Un-Aided,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana"
Civil Engineering,82.6,NLOPENH,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,DEFR,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,GOVERNMENT,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,MAHARASHTRA,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,CAP,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,III,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Civil Engineering,,SSC,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,89.8,NGOPENH,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,89.8,NGOBCH,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,89.8,NLOBCH,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,78.0,TGOPENO,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,DEFR,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,GOVERNMENT,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,MAHARASHTRA,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,CAP,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,III,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Computer Science and Engineering,,SSC,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,75.0,NGOPENH,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,DEFR,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,GOVERNMENT,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,MAHARASHTRA,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,CAP,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,III,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
Electronics and Telecommunication Engg,,SSC,3,Un-Aided,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
,,113924550F,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,86.4,NLOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,86.4,NLSTS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,86.4,PWDOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,85.4,PWD,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,85.4,DEF23885,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,88.6,TLOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,88.6,TLOBCS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,DEFR,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,GOVERNMENT,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,MAHARASHTRA,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,CAP,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,III,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,SSC,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,113937250F,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLSCS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLSTS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLNTAS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLNTCS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLOBCS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,NLSEBCS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,PWDOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,77.0,TFWS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,75.8,PWD,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,75.8,DEF63616,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,82.2,TLOPENS,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,DEFR,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,GOVERNMENT,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,MAHARASHTRA,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,CAP,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,III,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
,,SSC,3,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati"
Civil Engineering,66.2,NGOPENH,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,DEFR,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,GOVERNMENT,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,MAHARASHTRA,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,CAP,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,III,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,,SSC,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,73.0,NLSCO,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,76.8,DEFOPENS,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,76.8,PWD,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,76.8,DEF59008,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,DEFR,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,GOVERNMENT,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,MAHARASHTRA,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,CAP,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,III,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Computer Technology,,SSC,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,42.6,NLOPENO,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,DEFR,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,GOVERNMENT,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,MAHARASHTRA,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,CAP,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,III,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electrical Engineering,,SSC,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,48.2,NGSCO,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,DEFR,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,GOVERNMENT,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,MAHARASHTRA,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,CAP,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,III,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Electronics and Telecommunication Engg,,SSC,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,45.2,NGSEBCH,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,DEFR,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,GOVERNMENT,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,MAHARASHTRA,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,CAP,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,III,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Mechanical Engineering,,SSC,3,Un-Aided,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani"
Civil Engineering,58.0,NGOPENH,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,DEFR,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,GOVERNMENT,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,MAHARASHTRA,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,CAP,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,III,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Civil Engineering,,SSC,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,85.0,NGOPENH,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,DEFR,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,GOVERNMENT,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,MAHARASHTRA,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,CAP,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,III,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Computer Technology,,SSC,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,62.8,PWDOPENH,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,62.8,PWD,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,62.8,DEF108584,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,DEFR,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,GOVERNMENT,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,MAHARASHTRA,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,CAP,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,III,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Electrical Engineering,,SSC,3,Un-Aided,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal"
Information Technology,84.8,NGOPENH,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
Information Technology,79.8,NGOPENO,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
Information Technology,84.6,TGOBCO,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
Information Technology,,DEFR,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
Information Technology,,GOVERNMENT,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
Information Technology,,MAHARASHTRA,3,Un-Aided,"Adarsha Bahuuddeshiya Shikshan Prasarak Mandal, Dr. R . N. Lahoti Polytechnic, Sultanpur"
